id,название,иконка,редкость,цена,клеток,форма_бокс,форма,контейнер,слотов_внутри,только_крафт,в_магазине,класс,теги,кд_сек,стамина,урон_стат,защита_стат,хп_стат,гнёзда,золото_раунд,мин_раунд_магазин,типы_эффектов,типы_мета_эффектов,триггеры,механики_боя,механики_магазина,синергий,синергии,описание,подсказки_билда,оценка_силы,сила_на_клетку,цена_на_клетку,норма_сила_клетка_редкость,отклонение_от_нормы_редкости,отклонение_от_глоб_нормы
snake,Змея,🐍,unique,10,1,1×1,1×1,нет,,да,нет,rogue,pet; poison; dark; craft,2.2,0,0,0,0,0,0,,passiveMaxHp; periodic; gainStack; tagScaledMaxHp,,passive; battle_start,passiveMaxHp @passive v=40 | periodic @passive int=2.2 | gainStack @battle_start v=4 stack=mana | tagScaledMaxHp @battle_start tag=pet,,0,,В начале боя: +4 маны и +40 макс. HP за питомца. Каждые 2.2с: +2 яда.,,32.2,32.2,10,12.7,2.535,3.833
puzzle_badge,Значок головоломки,🧩,unique,5,1,1×1,1×1,нет,,да,нет,,accessory; luck; craft,5,0,0,0,0,0,0,,statMult; periodic,restock_bag,passive; shop_buy,statMult @passive v=0.2 stat=cooldown | periodic @passive int=5,restock_bag @shop_buy ch=35%,0,,Предмет срабатывает на 20% медленнее. Через 5с: срабатывает на 50% быстрее вместо этого. При покупке сумки: 35% шанс пополнить сумкой-головоломкой.,,8.6,8.6,5,12.7,0.677,1.024
stone_badge,Каменный значок,🪨,unique,5,1,1×1,1×1,нет,,да,нет,,accessory; craft,3,0,0,0,0,0,0,,heal; periodic,exclude_player_class; generate_worth,passive; shop_pool; shop_enter,heal v=2 | periodic @passive int=3,exclude_player_class @shop_pool | generate_worth @shop_enter v=1,1,migrated_block_1 strong →weapon+pet+food+potion+gem+magic+armor+shield+accessory +blockBonus:1,Стартовые предметы класса больше не появляются в магазине (даже в хранилище). При входе в магазин: сгенерировать предметы стоимостью 1. Каждые 3с: получить 4.,,8.2,8.2,5,12.7,0.646,0.976
cauldron,Котёл,🫕,unique,10,1,1×1,1×1,нет,,да,нет,rogue,accessory; dark; craft,2.6,0,0,0,0,0,0,,poison; passiveLuck; periodic; cooldownMultPerTag,upgrade_adjacent_potion,passive; shop_enter,poison v=1 | passiveLuck @passive v=3 | periodic @passive int=2.6 | cooldownMultPerTag @passive tags=food+potion,upgrade_adjacent_potion @shop_enter,0,,В магазине: улучшить зелье. Каждые 2.6с: случайный эффект (лечение/реген/удача).,,21.6,21.6,10,12.7,1.701,2.571
cthulhu,Ктулху,🐙👁️,unique,8,1,1×1,1×1,нет,,нет,да,,pet; dark,3.3,0,0,0,0,0,0,,periodic; cooldownMultPerTag,,passive,periodic @passive int=3.3 | cooldownMultPerTag @passive tags=food | periodic @passive int=3.3 | periodic @passive int=3.3,,0,,Каждые 3.3с: 10 маг. урона с вампиризмом и случайный стак. Быстрее за еду.,,20.5,20.5,8,12.7,1.614,2.44
cubert,Куберт,🧊,unique,8,1,1×1,1×1,нет,,нет,да,,pet,4,0,0,0,0,0,0,,periodic,,passive,periodic @passive int=4,,0,,"Активируется: 35% шанс получить 1 стак активируется: 30% шанс Потратить 1, чтобы получить 1 стак",,6,6,8,12.7,0.472,0.714
forging_hammer,Кузнечный молот,🔨,unique,3,1,1×1,1×1,нет,,да,нет,warrior,accessory; melee; craft,2,0,3,0,0,1,0,,damage; statMult; damagePerTotalStacks,,passive,damage v=3 rng=2-5 | statMult @passive v=0.05 stat=damage | damagePerTotalStacks @passive v=1,,0,,+1 урона за каждый стак.,,17.9,17.9,3,12.7,1.409,2.131
leaf_badge,Листовой значок,🍃,unique,5,1,1×1,1×1,нет,,да,нет,,accessory; craft; nature,2.2,0,0,0,0,0,0,,heal; periodic,offer_tag,passive; shop_pool,heal v=2 | periodic @passive int=2.2,offer_tag @shop_pool tag=ranger,1,leaf_badge_regen strong →food+potion+weapon+pet +healBonus:2,Рейнджер предметы появляется в магазине. Предметы получить 2% критический удар шанс на каждый стака Каждые 2.2с: Получить 1 стак,,11.2,11.2,5,12.7,0.882,1.333
vineweave_basket,Лозоплетёная корзина,🧺,unique,20,9,3×3,3×3 (9 кл.),да,9,да,нет,rogue,bag; nature; craft,0,,0,0,0,0,0,,,,,,,0,,+10% лечения и +3% за предмет природы внутри.,Универсальный / автономный,0,0,2.22,12.7,0,0
magic_badge,Магический значок,✨,unique,5,1,1×1,1×1,нет,,да,нет,,accessory; craft,0,0,0,0,0,0,0,,statMult; gainStack; procChanceBonus,offer_class,passive; battle_start; shop_pool,statMult @passive v=0.08 stat=damage | statMult @passive v=0.25 stat=magicDamage | gainStack @battle_start v=5 stack=mana | procChanceBonus @passive v=0.3,offer_class @shop_pool,0,,В начале боя: +5 маны. +30% к дублированию баффов.,,25.7,25.7,5,12.7,2.024,3.06
lil_chestnut,Маленький каштан,🌰,unique,6,1,1×1,1×1,нет,,нет,да,,pet,6,0,0,0,0,0,0,,periodic; cooldownMultPerItemCost,trade_offer,passive; shop_refresh,periodic @passive int=6 | cooldownMultPerItemCost @passive,trade_offer @shop_refresh v=3 ch=40%,0,,При обновлении магазина: 40% торговое предложение. Каждые 6с: +3 к сильнейшему стаку. На 1% быстрее за стоимость предметов.,,5.7,5.7,6,12.7,0.449,0.679
villain_sword,Меч злодея,🗡️😈,unique,7,2,1×2,1×2 (2 кл.),нет,,нет,да,,weapon; melee; dark,1.2,0.7,3,0,0,1,0,,damage; damagePerTag,,passive,damage v=3 rng=2-4 | damagePerTag @passive v=4 tag=dark,,3,migrated_damage_4_per_melee strong →weapon +damageBonus:4 | weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,+4 урона за каждый тёмный предмет.,,33.9,16.95,3.5,12.7,1.335,2.018
mr_struggles,Мистер Страглз,😰,unique,10,1,1×1,1×1,нет,,нет,да,,pet,3,0,0,0,0,0,0,,periodic,offer_tag,passive; shop_pool,periodic @passive int=3,offer_tag @shop_pool tag=pet,0,,Каждые 3с: наложить урон от усталости. При дебаффе: 25% шанс наложить тот же дебафф. Когда здоровье падает ниже 50%: предметы срабатывают на 140% быстрее на 8с (один раз). Плюшевые игрушки появляются в магазине.,,8.2,8.2,10,12.7,0.646,0.976
flame_badge,Огненный значок,🔥,unique,5,1,1×1,1×1,нет,,да,нет,,accessory; fire; craft,0,0,0,0,0,0,0,,statMult; groundFire; procChanceBonus,offer_tag; generate_flame,passive; shop_pool; shop_enter,statMult @passive v=0.08 stat=damage | groundFire @passive v=6 | procChanceBonus @passive v=0.05,offer_tag @shop_pool tag=pyromancer | generate_flame @shop_enter ch=65%,0,,Магазин: предметы пироманта. +5% к прокам.,,14.3,14.3,5,12.7,1.126,1.702
friendly_fire,Огонь по своим,🔥🤝,unique,10,2,1×2,1×2 (2 кл.),нет,,да,нет,mage,weapon; fire; melee; craft,2,2,0,0,0,0,0,,heal; periodic; stackThreshold,,passive,heal v=2 | periodic @passive int=3 | stackThreshold @passive stack=heat,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,Каждые 3с: −1 жар → +2 жара. При 20 жара: 100 маг. урона.,,14.2,7.1,5,12.7,0.559,0.845
repeater,Повторитель,🔁,unique,8,1,1×1,1×1,нет,,нет,да,,accessory,12,0,0,0,0,0,0,,repeatCast; periodic,,passive,repeatCast @passive | periodic @passive int=12,,0,,Через 12с: повторить эффекты начала боя предметов.,,6,6,8,12.7,0.472,0.714
present,Подарок,🎁,unique,10,3,2×2,2×2 (3 кл.),нет,,да,нет,,accessory; craft; nature,0,0,0,0,0,0,0,,statMult; passiveLuck; gainStack; heal,items_not_gold,passive; battle_start; shop_enter,statMult @passive v=0.08 stat=damage | passiveLuck @passive v=15 | gainStack @battle_start v=5 stack=luck | heal @battle_start v=15,items_not_gold @shop_enter,0,,В начале боя: +5 удачи и +15 HP.,,85.3,28.43,3.33,12.7,2.239,3.385
pop,Поп,💥,unique,6,1,1×1,1×1,нет,,нет,да,,accessory,8,0,0,0,0,4,0,,periodic; cooldownMultPerSocket,,passive,periodic @passive int=8 | cooldownMultPerSocket @passive,,0,,Каждые 8с: +3 яда. Атаки на 3% быстрее за каждый заполненный сокет (до 60%).,,13.7,13.7,6,12.7,1.079,1.631
cursed_dagger,Проклятый кинжал,🔪🌑,unique,10,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; melee; dark; craft,2.5,0,5,0,0,1,0,,damage; slow; extraAttackOnStun; poison; critPerFoeDebuff,,passive; on_hit,damage v=5 rng=4-7 | slow v=0.18 | extraAttackOnStun @passive | poison @on_hit v=2 | critPerFoeDebuff @passive v=0.01,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,Доп. атака при оглушении. +2 яда. +1% крит за дебафф противника.,,36.6,18.3,5,12.7,1.441,2.179
piercing_arrow,Пронзающая стрела,🏹💥,unique,10,2,1×2,1×2 (2 кл.),нет,,да,нет,rogue,weapon; ranged; craft,1.8,1.5,0,0,0,0,0,,damage; critDamageMult; breakBlockOnCrit,,passive,damage v=7 rng=5-9 | critDamageMult @passive v=0.5 | breakBlockOnCrit @passive v=15,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,+50% крит. урона. При крите: снять 15 блока.,,28.6,14.3,5,12.7,1.126,1.702
gingerbread_jerry,Пряничный Джерри,🍪,unique,8,1,1×1,1×1,нет,,да,нет,,pet; craft,3,0,0,0,0,0,0,,heal; passiveMaxHp; periodic; cooldownMultPerTag,,passive,heal v=1 | passiveMaxHp @passive v=40 | periodic @passive int=3 | cooldownMultPerTag @passive tags=food,,0,,"В начале боя: +40 макс. здоровья. Каждые 3с: потратить 1, 1 и 1: получить 1, 3 и +20 макс. здоровья. Еда: срабатывает на 10% быстрее за каждую еду другого типа (кроме Пряничного Джерри).",,26.3,26.3,8,12.7,2.071,3.131
rainbow_badge,Радужный значок,🌈,unique,5,1,1×1,1×1,нет,,да,нет,,accessory; ranged; craft,7,0,0,0,0,0,0,,periodic,offer_class,passive; shop_pool,periodic @passive int=7,offer_class @shop_pool,0,,Предметы всех классов появляются в магазине. Через 7с: получить по 1 баффу каждого типа.,,5.6,5.6,5,12.7,0.441,0.667
blood_harvester,Сборщик крови,🩸🌾,unique,11,1,1×1,1×1,нет,,нет,да,,accessory; vampiric; craft,4,0.5,0,0,0,3,0,,stackGainMult; cooldownMultPerTotalStacks,,passive,stackGainMult @passive v=1 | cooldownMultPerTotalStacks @passive | stackGainMult @passive v=1,,1,migrated_heal_2_per_neighbor strong →vampiric +healBonus:2,Стаки на 100% эффективнее. Предметы на 5% быстрее за каждый стак (макс. +200%).,,7.3,7.3,11,12.7,0.575,0.869
snowcake,Снежный пирог,🍰❄️,unique,6,1,1×1,1×1,нет,,нет,да,,food; cold,4,0,0,0,0,0,0,,slow; periodic; cooldownMultPerTag,,passive,slow v=0.12 | periodic @passive int=3 | cooldownMultPerTag @passive tags=food,,0,,Каждые 3с: +1 холод. При 10+ холода у противника: +10% маг. урона и 10 маг. урона.,,10.9,10.9,6,12.7,0.858,1.298
stable_recombobulator,Стабильный перекомбобулятор,⚗️,unique,6,1,1×1,1×1,нет,,нет,да,,accessory,2.5,0,0,0,0,0,0,,statMult; periodic,consume_recombo,passive; shop_enter,statMult @passive v=0.1 stat=damage | periodic @passive int=2.5,consume_recombo @shop_enter,0,,При входе в магазин: Использовать предметы. Создать другого предметы по на суммарная стоимость. Каждые 2.5с: Получить 1 случайный бафф и снять 1 дебафф стака,,9.2,9.2,6,12.7,0.724,1.095
ranger_bag,Сумка следопыта,🏹👜,unique,16,6,2×3,2×3 (6 кл.),да,6,да,нет,rogue,bag; ranger; ranged,0,,0,0,0,0,0,,,,,,,1,migrated_crit_per_luck_5_ strong →ranged +damageBonus:1,Внутри: +10% крит и +3% за стак.,Билд: Ranger · Кладём Shortbow / стрелы внутрь,0,0,2.67,12.7,0,0
happy_bomb,Счастливая бомба,🎉,unique,7,1,1×1,1×1,нет,,нет,да,,accessory,12,0,0,0,0,0,0,,buffTimed; periodic,,passive,buffTimed v=0.15 stat=damage | periodic @passive int=12,,0,,Каждые 12с: 20 маг. урона.,,6.8,6.8,7,12.7,0.535,0.81
dancing_dragon,Танцующий дракон,🐉💃,unique,12,1,1×1,1×1,нет,,нет,да,,pet; musical,0,0,0,0,0,2,0,,statMult; gainStack; damagePerStack,,passive; battle_start,statMult @passive v=0.08 stat=damage | gainStack @battle_start v=1 stack=empower | gainStack @battle_start v=1 stack=luck | damagePerStack @passive v=1 stack=empower,,0,,В начале боя: +1 усиление и +1 удача. +1 урона за усиление.,,17.2,17.2,12,12.7,1.354,2.048
dark_lantern,Тёмный фонарь,🏮,unique,10,1,1×1,1×1,нет,,да,нет,,accessory; fire; dark; craft,0,0,0,0,0,0,0,,statMult; hpLossRatio; revive; onRevive,,passive; battle_start,statMult @passive v=0.08 stat=damage | hpLossRatio @battle_start v=0.5 | revive @battle_start | onRevive @passive,,0,,"В начале боя: −50% HP. Перед поражением: перерождение с 50% HP, неуязвимость 1.5с, урон и яд по тегам огня.",,4,4,10,12.7,0.315,0.476
tim,Тим,🐢,unique,10,1,1×1,1×1,нет,,нет,да,,pet,0,0,0,0,0,0,0,,statMult; stealRandomStack; foeHpThreshold,,passive; on_hit,statMult @passive v=0.05 stat=damage | stealRandomStack @on_hit v=1 ch=50% | foeHpThreshold @passive,,0,,При попадании: 50% украсть стак. Противник <30% HP: +50 HP и +5 к сильнейшему стаку.,,9,9,10,12.7,0.709,1.071
unsettling_presence,Тревожное присутствие,👁️,unique,10,1,1×1,1×1,нет,,нет,да,,accessory,3,0,0,0,0,0,0,,slow; healAsDamageMult; periodic,,passive,slow v=0.08 | healAsDamageMult @passive v=0.3 | periodic @passive int=3,,0,,+30% лечения как маг. урон. Каждые 3с: −1 стак и +12 HP.,,9.1,9.1,10,12.7,0.717,1.083
pumpkin,Тыква,🎃,unique,8,1,1×1,1×1,нет,,да,нет,,food; fire; craft,5,0,0,0,0,2,0,,slow; applyStun; onFatigueStart; cooldownMultPerTag,,on_hit; passive,slow v=0.18 | applyStun @on_hit ch=50% | onFatigueStart @passive | cooldownMultPerTag @passive tags=food,,0,,50% оглушение. При усталости: +10 жара. Быстрее за еду.,,12.7,12.7,8,12.7,1,1.512
utility_pouch,Утилитарный мешочек,👝⚔️,unique,18,8,2×4,2×4 (8 кл.),да,8,нет,нет,warrior,bag,0,,0,0,0,0,0,,,,,,,0,,"Оружие внутри: +30% урона, −30% скорости. +35% вампиризм.",Универсальный / автономный,0,0,2.25,12.7,0,0
relic_case,Футляр реликвии,📿👜,unique,12,4,2×2,2×2 (4 кл.),да,4,нет,нет,,bag,0,,0,0,0,0,0,,,,,,,0,,Каждые 2.5с: оружие внутри +1 урона.,Универсальный / автономный,0,0,3,12.7,0,0
offering_bowl,Чаша подношений,🥣,unique,8,4,2×2,2×2 (4 кл.),да,4,нет,нет,,bag; accessory; ranged,0,,0,0,0,0,0,,,,,,,0,,В начале боя: +1 удача. Контейнер: переработка в магазине.,"Билд: Ranger дальний бой · Пары: Lucky Clover, Acorn Collar, Fortuna-ветка",0,0,2,12.7,0,0
skull_badge,Черепной значок,💀,unique,5,1,1×1,1×1,нет,,да,нет,,accessory; poison; craft,1.5,0,0,0,0,0,0,,poison; periodic,offer_tag,passive; shop_pool,poison v=1 | periodic @passive int=1.5,offer_tag @shop_pool tag=reaper,0,,Жнец предметы появляется в магазине. Каждые 1.5с: Наложить случайный дебафф стака яда,,10.8,10.8,5,12.7,0.85,1.286
